,tx,ty,tz,PL,angle
0,0.0013320000000000003,0.0011480000000000004,0.003508000000000001,24,4
0,0.00011900000000000002,-0.003055,-0.003394,25,4
0,0.002786,-0.0021349999999999997,0.002,26,4
0,-0.0002750000000000005,0.0011820000000000005,0.000939,27,4
0,0.0014849999999999998,-0.002449,-0.0004789999999999998,28,4
0,0.0009789999999999998,-0.0022669999999999995,-0.0010819999999999996,29,4
0,0.0011730000000000002,-0.0013490000000000006,0.0003070000000000003,30,4
0,-0.0014639999999999998,0.0013080000000000004,-0.00083,31,4
0,0.0035670000000000003,-0.0055049999999999995,-0.0007010000000000002,32,4
0,0.0010199999999999996,-0.0007840000000000002,0.0007309999999999997,33,4
0,0.001817,-0.0010920000000000003,0.0016599999999999994,34,4
0,-0.002032,-0.0017529999999999998,-0.005353000000000004,35,4
0,-0.0005100000000000007,-0.0021020000000000006,-0.0032979999999999993,36,4
0,-0.0027229999999999997,0.0014339999999999997,-0.002721,37,4
0,0.0029759999999999995,-0.00375,0.0004040000000000003,38,4
0,-0.002092,0.000805,-0.0024430000000000003,39,4
0,0.0006330000000000002,0.0030179999999999994,0.004577999999999999,40,4
0,-0.0007139999999999997,-0.0009680000000000001,-0.0022909999999999996,41,4
0,0.0036910000000000003,-0.0010379999999999994,0.004753,42,4
0,-0.0005599999999999996,-0.003998,-0.005602000000000001,43,4
0,0.00113,-0.0027420000000000005,-0.0013940000000000003,44,4
0,-0.00013600000000000038,0.00037200000000000004,0.00021500000000000013,45,4
0,0.004056,-0.004339,0.001463,46,4
0,0.004546000000000001,-0.005214,0.001226,47,4
0,-0.001033000000000001,-0.0022840000000000013,-0.004355,48,4
0,-0.005280999999999999,0.006782,-0.0005760000000000004,49,4
0,-0.0023569999999999997,0.0008710000000000007,-0.002789,50,4
0,0.008218,-0.007758,0.004175,51,4
0,0.003231,-0.0008900000000000015,0.004181,52,4
0,0.0028060000000000003,-0.003338,0.0006169999999999993,53,4
0,-0.0036900000000000006,0.0035290000000000005,-0.0018230000000000004,54,4
0,-0.002407,-0.0016319999999999998,-0.005819000000000001,55,4
0,0.001391,-0.002693999999999999,-0.0009179999999999999,56,4
0,0.002618,-0.003045,0.0006539999999999987,57,4
0,0.0032789999999999994,-0.004152,0.0004209999999999998,58,4
0,0.004752000000000001,-0.006047000000000001,0.0005810000000000004,59,4
0,0.0015979999999999996,-0.0023670000000000006,-0.0002010000000000004,60,4
0,-0.0016560000000000001,-0.0005810000000000001,-0.003365000000000001,61,4
0,0.002336,-0.0007980000000000009,0.00284,62,4
0,-0.002115,-0.000786,-0.004344,63,4
0,-0.00412,0.005857000000000001,0.00022100000000000055,64,4
0,-0.002332,-0.0038999999999999994,-0.008357,65,4
0,0.007537000000000001,-0.008075,0.0027019999999999987,66,4
